ID,Candidate State,Age Range,Sex,Protected category,Study area,Study Title,Years Experience,Sector,Year of insertion,Year of Recruitment,Assumption Headquarters,Job Family Hiring,Job Title Hiring,Years Experience.1,Minimum Ral,Ral Maximum,Study Level,Study Area.1,Akkodis headquarters,Current Ral,Expected Ral,City,Province,Region
1121,Imported,20 - 25 years,Male,,Information Engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,TURIN,Turin,Piedmont
1125,Imported,26 - 30 years,Male,,electronic Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,TURIN,Turin,Piedmont
1130,Imported,26 - 30 years,Female,,Management Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,SAN MAURO TORINESE,Turin,Piedmont
1132,First contact,> 45 years,Male,,Informatics,High school graduation,[+10],Others,2022,,,,,,,,,,,,,ROCCA PRIORA,Rome,Lazio
1151,Hired,> 45 years,Male,,Mechanical engineering,Five-year degree,[+10],Defence,2022,2022,Rome,Business & Sales,Junior Business Manager,[3-5],,,Five-year degree,Aeronautical/Aerospace/Astronautics Engineering,Rome,,,ROME,Rome,Lazio
1158,Imported,20 - 25 years,Male,,computer engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,CARMAGNOLA,Turin,Piedmont
1161,Imported,20 - 25 years,Male,,Mechanical engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,CELLAMARE,Bari,Puglia
1162,Imported,26 - 30 years,Male,,Mechanical engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,TURIN,Turin,Piedmont
1171,Imported,26 - 30 years,Male,,Mechanical engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,CUMIANA,Turin,Piedmont
1172,Imported,26 - 30 years,Male,,Mechanical engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,MOLFETTA,Bari,Puglia
1174,In selection,26 - 30 years,Male,,Other scientific subjects,Five-year degree,[0],Others,2023,,,,,,,,,,,,,GENOA,Genoa,Liguria
1181,Imported,26 - 30 years,Female,,industrial engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,TURIN,Turin,Piedmont
1192,In selection,> 45 years,Male,,Accounting,High school graduation,[+10],Oil and Gas,2023,,,,,,,,,,,,,OSTUNI,Brindisi,Puglia
1203,Imported,26 - 30 years,Male,,electronic Engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,AVERSA,Caserta,Campania
1210,First contact,20 - 25 years,Male,,Other,Three-year degree,[0],Others,2022,,,,,,,,,,,,,TURIN,Turin,Piedmont
1219,First contact,20 - 25 years,Male,,Mechanical engineering,Five-year degree,[0],Others,2022,,,,,,,,,,,,,NOTO,Syracuse,Sicily
1222,Imported,20 - 25 years,Male,,Mechanical engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,MODUGNO,Bari,Puglia
1242,QM,26 - 30 years,Male,,Other scientific subjects,High school graduation,[0-1],Services and Information Systems,2022,,,,,,,,,,,,,ARENZANO,Genoa,Liguria
1265,Imported,20 - 25 years,Male,,Mechanical engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,STATTE,Taranto,Puglia
1279,Imported,26 - 30 years,Male,,Energy and Nuclear Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,NOVI LIGURE,Alessandria,Piedmont
1301,Hired,31 - 35 years,Female,,Biomedical Engineering,Five-year degree,[0-1],Automotive,2018,2018,Modena,Engineering,Consultant,,,,,,,26-28 K,26-28 K,GROTTAGLIE,Taranto,Puglia
1304,Imported,20 - 25 years,Male,,industrial engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,LAURIANO,Turin,Piedmont
1310,First contact,31 - 35 years,Female,,chemical engineering,Five-year degree,[5-7],Life sciences,2023,,,,,,,,,,,46-48 K,48-50 K,MIRANDOLA,Modena,Emilia Romagna
1312,In selection,31 - 35 years,Male,,computer engineering,Five-year degree,[+10],Others,2022,,,,,,,,,,,44-46 K,+ 50 K,MONCALIERI,Turin,Piedmont
1317,In selection,31 - 35 years,Male,,electronic Engineering,Three-year degree,[0-1],Others,2022,,,,,,,,,,,,,VIMERCATE,Monza-Brianza,Lombardy
1324,In selection,26 - 30 years,Male,,chemical engineering,Five-year degree,[0],Others,2023,,,,,,,,,,,,22-24 K,SALSOMAGGIORE TERME,Parma,Emilia Romagna
1330,Imported,20 - 25 years,Male,,Mechanical engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,MATERA,Matera,Basilicata
1332,First contact,26 - 30 years,Male,,Informatics,Five-year degree,[0],Others,2023,,,,,,,,,,,Not available,Not available,CATANIA,Catania,Sicily
1333,Hired,26 - 30 years,Male,,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,[0-1],Others,2022,2023,Turin,Tech Consulting & Solutions,Consultant,[0-1],22-24K,28-30K,Five-year degree,Aeronautical/Aerospace/Astronautics Engineering,Turin,Not available,Not available,NARDO',Lecce,Puglia
1338,In selection,31 - 35 years,Male,,Telecommunications Engineering,Five-year degree,[3-5],Others,2022,,,,,,,,,,,,,MILAN,Milan,Lombardy
1355,Imported,26 - 30 years,Male,,Mechanical engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,ALTAMURA,Bari,Puglia
1369,Imported,26 - 30 years,Female,,Civil/Civil and Environmental Engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,PUTIGNANO,Bari,Puglia
1370,In selection,< 20 years,Male,,electronic Engineering,Five-year degree,[0],Others,2023,,,,,,,,,,,Not available,Not available,BOSCOREALE,Naples,Campania
1374,Imported,26 - 30 years,Male,,Mechanical engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,FONNI,Nuoro,Sardinia
1377,First contact,26 - 30 years,Female,,computer engineering,Five-year degree,[0],Others,2022,,,,,,,,,,,,,SAINT JOHN THEATINUS,Chieti,Abruzzo
1395,In selection,20 - 25 years,Male,,Chemist - Pharmaceutical,High school graduation,[1-3],Others,2022,,,,,,,,,,,,,TREVIGLIO,Bergamo,Lombardy
1398,Imported,26 - 30 years,Male,,Biomedical Engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,BUDRIO,Bologna,Emilia Romagna
1402,First contact,26 - 30 years,Male,,industrial engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,TURIN,Turin,Piedmont
1413,Imported,26 - 30 years,Male,,computer engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,TURIN,Turin,Piedmont
1419,Imported,26 - 30 years,Male,,Mechanical engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,GAGLIANICO,Biella,Piedmont
1421,Imported,26 - 30 years,Female,,Mechanical engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,CASTELLANA GROTTE,Bari,Puglia
1426,In selection,31 - 35 years,Male,,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,[0],Space,2023,,,,,,,,,,,,,MONTEROTONDO,Rome,Lazio
1457,Imported,20 - 25 years,Male,,computer engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,LUCERA,Foggia,Puglia
1458,First contact,36 - 40 years,Male,,computer engineering,Three-year degree,[+10],Automotive,2023,,,,,,,,,,,+ 50 K,+ 50 K,CUORGNE',Turin,Piedmont
1481,First contact,40 - 45 years,Male,,Mechanical engineering,Five-year degree,[+10],Others,2022,,,,,,,,,,,,,PERUGIA,Perugia,Umbria
1500,First contact,26 - 30 years,Female,,Biomedical Engineering,Five-year degree,[0-1],Life sciences,2022,,,,,,,,,,,,,HERCULANEUM,Naples,Campania
1501,Imported,26 - 30 years,Male,,Aeronautical/Aerospace/Astronautics Engineering,Three-year degree,[0],,2023,,,,,,,,,,,,,TURIN,Turin,Piedmont
1503,Imported,20 - 25 years,Male,,Management Engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,CASTELVETRANO,Trapani,Sicily
1509,First contact,26 - 30 years,Male,,Electrical Engineering,Five-year degree,[0],Others,2023,,,,,,,,,,,Not available,Not available,PIAZZA ARMERINA,Enna,Sicily
1510,In selection,< 20 years,Male,,Aeronautical/Aerospace/Astronautics Engineering,master's degree,[7-10],Automotive,2023,,,,,,,,,,,,,ABBIATEGRASSO,Milan,Lombardy
1512,Imported,20 - 25 years,Female,,computer engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,WALNUTS,Bari,Puglia
1520,Imported,20 - 25 years,Male,,chemical engineering,Three-year degree,[0],,2023,,,,,,,,,,,,,SOLETO,Lecce,Puglia
1525,First contact,40 - 45 years,Male,,Scientific maturity,Five-year degree,[+10],Automotive,2022,,,,,,,,,,,,,CASCINETTE D'IVREA,Turin,Piedmont
1526,Imported,20 - 25 years,Male,,Electrical Engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,GENZANO DI LUCANIA,Power,Basilicata
1527,First contact,26 - 30 years,Male,,Automation/Mechatronics Engineering,Five-year degree,[1-3],Automotive,2022,,,,,,,,,,,,,FLORIDIA,Syracuse,Sicily
1528,Imported,20 - 25 years,Female,,Mechanical engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,BARI,Bari,Puglia
1542,First contact,20 - 25 years,Female,,Informatics,Five-year degree,[0],Others,2022,,,,,,,,,,,,,MANDELLO DEL LARIO,Lecco,Lombardy
1545,Hired,> 45 years,Male,,Other scientific subjects,High school graduation,[+10],Aeronautics,2022,2022,Turin,Engineering,Consultant,[1-3],24-26K,32-34K,Three-year degree,Aeronautical/Aerospace/Astronautics Engineering,Turin,26-28 K,30-32 K,GIAVENO,Turin,Piedmont
1546,First contact,26 - 30 years,Male,,Mechanical engineering,Five-year degree,[0],Others,2023,,,,,,,,,,,Not available,Not available,COLOGNO MONZESE,Milan,Lombardy
1554,Imported,20 - 25 years,Female,,computer engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,TRANI,Barletta-Andria-Trani,Puglia
1561,Imported,26 - 30 years,Female,,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,CARIGNANO,Turin,Piedmont
1579,Hired,31 - 35 years,Female,,Political-Social,Three-year degree,[3-5],Life sciences,2019,2020,Poggibonsi,Engineering,???,[3-5],,,Three-year degree,Other,Poggibonsi,28-30 K,,FLORENCE,Florence,Tuscany
1594,In selection,< 20 years,Male,,Automation/Mechatronics Engineering,Five-year degree,[0],Others,2022,,,,,,,,,,,,,PADUA,Padua,Veneto
1610,In selection,31 - 35 years,Male,,Management Engineering,Three-year degree,[0-1],Automotive,2023,,,,,,,,,,,,,TURIN,Turin,Piedmont
1620,In selection,< 20 years,Female,,Informatics,High school graduation,[+10],Others,2023,,,,,,,,,,,40-42 K,44-46 K,SESTO FIORENTINO,Florence,Tuscany
1625,Imported,20 - 25 years,Male,,computer engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,TURIN,Turin,Piedmont
1626,First contact,26 - 30 years,Male,,Mechanical engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,TURIN,Turin,Piedmont
1636,Hired,< 20 years,Male,,Other scientific subjects,Doctorate,[7-10],Life sciences,2023,2024,Pisa,Tech Consulting & Solutions,Senior Consultant,[1-3],,,Doctorate,Other scientific subjects,Pisa,Not available,Not available,TURIN,Turin,Piedmont
1647,Imported,26 - 30 years,Male,,computer engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,NAPLES,Naples,Campania
1654,First contact,26 - 30 years,Female,,computer engineering,Five-year degree,[0],Others,2022,,,,,,,,,,,,,PRAIANO,Salerno,Campania
1656,Imported,20 - 25 years,Male,,Aeronautical/Aerospace/Astronautics Engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,AULLA,Massa-Carrara,Tuscany
1664,In selection,< 20 years,Male,,electronic Engineering,Five-year degree,[7-10],Automotive,2021,,,,,,,,,,,,,GAGGIANO,Milan,Lombardy
1666,First contact,26 - 30 years,Male,,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,[1-3],Aeronautics,2021,,,,,,,,,,,Not available,Not available,CATANIA,Catania,Sicily
1668,Imported,20 - 25 years,Male,,Mechanical engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,MATERA,Matera,Basilicata
1671,Imported,31 - 35 years,Male,,Electrical Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,CASTELLANA GROTTE,Bari,Puglia
1678,Imported,26 - 30 years,Male,,electronic Engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,ACQUI TERME,Alessandria,Piedmont
1694,Imported,26 - 30 years,Female,,Biomedical Engineering,Five-year degree,[0],,2023,,,,,,,,,,,,,NIZZA MONFERRATO,Asti,Piedmont
1700,Imported,26 - 30 years,Male,,Biomedical Engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,LORANZE',Turin,Piedmont
1705,Imported,26 - 30 years,Male,,Management Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,NIZZA MONFERRATO,Asti,Piedmont
1707,Imported,26 - 30 years,Female,,Mechanical engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,CAGLIARI,Cagliari,Sardinia
1714,In selection,26 - 30 years,Female,,chemical engineering,Five-year degree,[1-3],Oil and Gas,2021,,,,,,,,,,,,,LATIANO,Brindisi,Puglia
1715,In selection,26 - 30 years,Male,,Mechanical engineering,Three-year degree,[1-3],Energy,2019,,,,,,,,,,,,,BARI,Bari,Puglia
1731,Imported,26 - 30 years,Female,,Mechanical engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,SAN MARCELLINO,Caserta,Campania
1736,In selection,26 - 30 years,Male,,computer engineering,Five-year degree,[0-1],,2022,,,,,,,,,,,,,TURIN,Turin,Piedmont
1738,Imported,20 - 25 years,Male,,industrial engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,LACE,Vibo-Valentia,Calabria
1742,Imported,20 - 25 years,Male,,Biomedical Engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,CORATO,Bari,Puglia
1745,Imported,31 - 35 years,Male,,Mechanical engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,TURIN,Turin,Piedmont
1761,Imported,20 - 25 years,Female,,electronic Engineering,Three-year degree,[0],,2023,,,,,,,,,,,,,MONTORO LOWER,Avellino,Campania
1766,First contact,< 20 years,Male,,Mechanical engineering,Five-year degree,[3-5],Automotive,2022,,,,,,,,,,,,,INDIA,(STATE),(OVERSEAS)
1768,Imported,20 - 25 years,Male,,Aeronautical/Aerospace/Astronautics Engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,TURIN,Turin,Piedmont
1777,First contact,26 - 30 years,Male,,computer engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,TURIN,Turin,Piedmont
1781,First contact,> 45 years,Male,,Other,High school graduation,[+10],Oil and Gas,2021,,,,,,,,,,,,,BACOLI,Naples,Campania
1784,In selection,< 20 years,Female,,Other humanities subjects,master's degree,[0-1],Others,2022,,,,,,,,,,,,,VICENZA,Vicenza,Veneto
1787,Imported,20 - 25 years,Male,,computer engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,BARI,Bari,Puglia
1805,Imported,26 - 30 years,Female,,Aeronautical/Aerospace/Astronautics Engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,SAN COLOMBANO BELMONTE,Turin,Piedmont
1808,First contact,36 - 40 years,Male,,Mechanical engineering,Five-year degree,[7-10],Telecom,2023,,,,,,,,,,,Not available,Not available,VOBARNO,Brescia,Lombardy
1812,First contact,31 - 35 years,Male,,Automotive Engineering,Five-year degree,[1-3],Automotive,2022,,,,,,,,,,,,,CARPI,Modena,Emilia Romagna
1819,Imported,26 - 30 years,Female,,Biomedical Engineering,Five-year degree,[0],,2023,,,,,,,,,,,,,TURIN,Turin,Piedmont
1828,In selection,31 - 35 years,Male,,computer engineering,Five-year degree,[5-7],Railway,2021,,,,,,,,,,,,,LATIANO,Brindisi,Puglia
1850,First contact,26 - 30 years,Male,,chemical engineering,Five-year degree,[0],Life sciences,2023,,,,,,,,,,,Not available,Not available,ROME,Rome,Lazio
1851,First contact,26 - 30 years,Male,,Biomedical Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,LIONS,Avellino,Campania
1855,First contact,< 20 years,Male,,electronic Engineering,Three-year degree,[+10],Consulting,2022,,,,,,,,,,,,,SESTO SAN GIOVANNI,Milan,Lombardy
1857,Imported,20 - 25 years,Male,,Automation/Mechatronics Engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,LIZZANO,Taranto,Puglia
1869,Imported,20 - 25 years,Male,,Information Engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,TURIN,Turin,Piedmont
1871,In selection,26 - 30 years,Male,,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,[0],Aeronautics,2023,,,,,,,,,,,Not available,Not available,PISA,Pisa,Tuscany
1874,First contact,> 45 years,Male,,Other,High school graduation,[+10],Services and Information Systems,2021,,,,,,,,,,,,,ANZIO,Rome,Lazio
1877,Imported,20 - 25 years,Male,,Information Engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,NURACHI,Oristano,Sardinia
1880,Imported,20 - 25 years,Male,,industrial engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,PESCARA,Pescara,Abruzzo
1884,Imported,20 - 25 years,Male,,industrial engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,CORCIANO,Perugia,Umbria
1887,Imported,26 - 30 years,Male,,Management Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,TURIN,Turin,Piedmont
1889,First contact,31 - 35 years,Male,,Civil/Civil and Environmental Engineering,Five-year degree,[3-5],Others,2022,,,,,,,,,,,,,MILAN,Milan,Lombardy
1890,Imported,26 - 30 years,Male,,Mechanical engineering,Five-year degree,[0],,2023,,,,,,,,,,,,,TURIN,Turin,Piedmont
1893,First contact,20 - 25 years,Male,,Automation/Mechatronics Engineering,Five-year degree,[0],Others,2023,,,,,,,,,,,,Not available,TURIN,Turin,Piedmont
1894,Imported,31 - 35 years,Female,,computer engineering,Three-year degree,[0],,2023,,,,,,,,,,,,,ORISTANO,Oristano,Sardinia
1901,First contact,> 45 years,Male,Article 1,Other,Middle school diploma,[+10],Others,2023,,,,,,,,,,,,,POMEZIA,Rome,Lazio
1903,Hired,26 - 30 years,Male,,electronic Engineering,Three-year degree,[1-3],Railway,2023,2023,Bari,Tech Consulting & Solutions,Advanced Consultant,[1-3],28-30K,30-32K,Three-year degree,electronic Engineering,Bologna,22-24 K,32-34 K,SANTERAMO IN COLLE,Bari,Puglia
1923,In selection,20 - 25 years,Male,,Informatics,Five-year degree,[0-1],Others,2022,,,,,,,,,,,,,NISCEMI,Caltanissetta,Sicily
1926,Imported,20 - 25 years,Male,,Biomedical Engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,BARI,Bari,Puglia
1927,Imported,26 - 30 years,Male,,Management Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,TROFARELLO,Turin,Piedmont
1931,First contact,26 - 30 years,Male,,Mechanical engineering,Five-year degree,[0],Others,2019,,,,,,,,,,,,26-28 K,MONOPOLIES,Bari,Puglia
1949,Imported,20 - 25 years,Female,,Other,Three-year degree,[0],,2021,,,,,,,,,,,,,VERONA,Verona,Veneto
1958,In selection,31 - 35 years,Female,,Other scientific subjects,High school graduation,[0],Others,2022,,,,,,,,,,,,,MODENA,Modena,Emilia Romagna
1974,QM,31 - 35 years,Male,,Economic - Statistics,Five-year degree,[0-1],Others,2022,,,,,,,,,,,24-26 K,26-28 K,PAVIA,Pavia,Lombardy
1976,Imported,26 - 30 years,Male,,Mechanical engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,TURIN,Turin,Piedmont
1989,Imported,31 - 35 years,Female,,industrial engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,TURIN,Turin,Piedmont
2006,Imported,20 - 25 years,Female,,Biomedical Engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,CORATO,Bari,Puglia
2012,Imported,26 - 30 years,Male,,Mechanical engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,BORGOMANERO,Novara,Piedmont
2022,First contact,26 - 30 years,Male,,Information Engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,ARRONE,Terni,Umbria
2024,First contact,20 - 25 years,Male,,Management Engineering,Three-year degree,[0],Others,2022,,,,,,,,,,,,,CAPABLE,Palermo,Sicily
2030,Imported,20 - 25 years,Male,,Management Engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,CASTELLAMONTE,Turin,Piedmont
2045,First contact,20 - 25 years,Female,,industrial engineering,Three-year degree,[0],Others,2022,,,,,,,,,,,,,FOSSANO,Cuneo,Piedmont
2061,Imported,26 - 30 years,Male,,Other,Five-year degree,[0],,2021,,,,,,,,,,,,,MARGARITA,Cuneo,Piedmont
2064,QM,26 - 30 years,Male,,electronic Engineering,Five-year degree,[1-3],Consulting,2019,,,,,,,,,,,,,CATANIA,Catania,Sicily
2067,Imported,26 - 30 years,Male,,industrial engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,BRA,Cuneo,Piedmont
2069,First contact,31 - 35 years,Male,,electronic Engineering,Five-year degree,[3-5],Automotive,2022,,,,,,,,,,,,,AUSTRIA,(STATE),(FOREIGN)
2074,Imported,20 - 25 years,Male,,Mechanical engineering,Three-year degree,[0],,2023,,,,,,,,,,,,,TALKS,Cuneo,Piedmont
2075,Imported,20 - 25 years,Male,,Aeronautical/Aerospace/Astronautics Engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,ACIREALE,Catania,Sicily
2076,Imported,26 - 30 years,Female,,Information Engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,ALFONSINE,Ravenna,Emilia Romagna
2080,Imported,26 - 30 years,Male,,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,TEVEROLA,Caserta,Campania
2082,In selection,26 - 30 years,Male,,Mechanical engineering,Five-year degree,[0-1],Others,2021,,,,,,,,,,,28-30 K,30-32 K,GENOA,Genoa,Liguria
2087,Imported,26 - 30 years,Male,,computer engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,ALCAMO,Trapani,Sicily
2092,Imported,26 - 30 years,Male,,electronic Engineering,Three-year degree,[0-1],,2021,,,,,,,,,,,,,MANFREDONIA,Foggia,Puglia
2105,In selection,26 - 30 years,Male,,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,[0-1],Others,2021,,,,,,,,,,,,,SETTIMO TORINESE,Turin,Piedmont
2110,In selection,26 - 30 years,Male,,Automation/Mechatronics Engineering,Five-year degree,[0-1],Consulting,2021,,,,,,,,,,,26-28 K,26-28 K,TURIN,Turin,Piedmont
2132,In selection,26 - 30 years,Male,,Biomedical Engineering,Five-year degree,[0],Others,2021,,,,,,,,,,,,,MILAN,Milan,Lombardy
2135,Imported,20 - 25 years,Female,,Energy and Nuclear Engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,ALBA,Cuneo,Piedmont
2136,Imported,26 - 30 years,Female,,Mechanical engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,TURIN,Turin,Piedmont
2148,Imported,20 - 25 years,Male,,computer engineering,Three-year degree,[0],,2023,,,,,,,,,,,,,NICKEL,Turin,Piedmont
2153,Hired,26 - 30 years,Female,,Management Engineering,Five-year degree,[0],,2021,2021,Turin,Engineering,Junior Consultant,[1-3],22-24K,26-28K,Three-year degree,Management Engineering,Turin,,,MONOPOLIES,Bari,Puglia
